dataset,model,recall,precision
SKAB valve1,AutoEncoder,0.0263,0.2542
SKAB valve1,AutoEncoder,0.0193,0.2157
SKAB valve1,AutoEncoder,0.0132,0.1765
SKAB valve1,AutoEncoder,0.0088,0.1471
SKAB valve1,AutoEncoder,0.0044,0.098
SKAB valve1,AutoEncoder,0.0018,0.0588
SKAB valve1,AutoEncoder,0.0009,0.0588
SKAB valve1,AutoEncoder,0.0,1.0
SKAB valve1,Control chart (EWMA),1.0,0.3386
SKAB valve1,Control chart (EWMA),1.0,0.3402
SKAB valve1,Control chart (EWMA),0.9974,0.341
SKAB valve1,Control chart (EWMA),0.9947,0.3419
SKAB valve1,Control chart (EWMA),0.9921,0.3427
SKAB valve1,Control chart (EWMA),0.9904,0.3439
SKAB valve1,Control chart (EWMA),0.9877,0.3448
SKAB valve1,Control chart (EWMA),0.9842,0.3453
SKAB valve1,Control chart (EWMA),0.9816,0.3462
SKAB valve1,Control chart (EWMA),0.9807,0.3477
SKAB valve1,Control chart (EWMA),0.9754,0.3477
SKAB valve1,Control chart (EWMA),0.9711,0.348
SKAB valve1,Control chart (EWMA),0.9667,0.3483
SKAB valve1,Control chart (EWMA),0.9632,0.3488
SKAB valve1,Control chart (EWMA),0.9579,0.3488
SKAB valve1,Control chart (EWMA),0.9561,0.35
SKAB valve1,Control chart (EWMA),0.9526,0.3507
SKAB valve1,Control chart (EWMA),0.9482,0.351
SKAB valve1,Control chart (EWMA),0.9456,0.3519
SKAB valve1,Control chart (EWMA),0.9421,0.3526
SKAB valve1,Control chart (EWMA),0.9368,0.3526
SKAB valve1,Control chart (EWMA),0.9307,0.3523
SKAB valve1,Control chart (EWMA),0.9263,0.3526
SKAB valve1,Control chart (EWMA),0.9228,0.3533
SKAB valve1,Control chart (EWMA),0.9193,0.3539
SKAB valve1,Control chart (EWMA),0.9158,0.3545
SKAB valve1,Control chart (EWMA),0.9096,0.3542
SKAB valve1,Control chart (EWMA),0.9035,0.3538
SKAB valve1,Control chart (EWMA),0.9018,0.3552
SKAB valve1,Control chart (EWMA),0.8974,0.3556
SKAB valve1,Control chart (EWMA),0.893,0.3559
SKAB valve1,Control chart (EWMA),0.8868,0.3556
SKAB valve1,Control chart (EWMA),0.8807,0.3553
SKAB valve1,Control chart (EWMA),0.8728,0.3542
SKAB valve1,Control chart (EWMA),0.8702,0.3553
SKAB valve1,Control chart (EWMA),0.8649,0.3553
SKAB valve1,Control chart (EWMA),0.8588,0.355
SKAB valve1,Control chart (EWMA),0.8561,0.3561
SKAB valve1,Control chart (EWMA),0.8526,0.3567
SKAB valve1,Control chart (EWMA),0.8439,0.3552
SKAB valve1,Control chart (EWMA),0.8404,0.356
SKAB valve1,Control chart (EWMA),0.8351,0.356
SKAB valve1,Control chart (EWMA),0.8298,0.356
SKAB valve1,Control chart (EWMA),0.8254,0.3564
SKAB valve1,Control chart (EWMA),0.8219,0.3572
SKAB valve1,Control chart (EWMA),0.8167,0.3573
SKAB valve1,Control chart (EWMA),0.8132,0.3581
SKAB valve1,Control chart (EWMA),0.8096,0.3589
SKAB valve1,Control chart (EWMA),0.8035,0.3585
SKAB valve1,Control chart (EWMA),0.8,0.3593
SKAB valve1,Control chart (EWMA),0.793,0.3584
SKAB valve1,Control chart (EWMA),0.7886,0.3589
SKAB valve1,Control chart (EWMA),0.7825,0.3585
SKAB valve1,Control chart (EWMA),0.7781,0.359
SKAB valve1,Control chart (EWMA),0.7754,0.3602
SKAB valve1,Control chart (EWMA),0.7684,0.3595
SKAB valve1,Control chart (EWMA),0.7649,0.3603
SKAB valve1,Control chart (EWMA),0.7596,0.3604
SKAB valve1,Control chart (EWMA),0.7544,0.3604
SKAB valve1,Control chart (EWMA),0.7482,0.3601
SKAB valve1,Control chart (EWMA),0.7456,0.3614
SKAB valve1,Control chart (EWMA),0.7395,0.361
SKAB valve1,Control chart (EWMA),0.7351,0.3615
SKAB valve1,Control chart (EWMA),0.7307,0.3619
SKAB valve1,Control chart (EWMA),0.7289,0.3637
SKAB valve1,Control chart (EWMA),0.7219,0.3629
SKAB valve1,Control chart (EWMA),0.7149,0.3621
SKAB valve1,Control chart (EWMA),0.7088,0.3617
SKAB valve1,Control chart (EWMA),0.7,0.3599
SKAB valve1,Control chart (EWMA),0.6965,0.3609
SKAB valve1,Control chart (EWMA),0.6886,0.3596
SKAB valve1,Control chart (EWMA),0.6868,0.3615
SKAB valve1,Control chart (EWMA),0.6833,0.3625
SKAB valve1,Control chart (EWMA),0.6781,0.3626
SKAB valve1,Control chart (EWMA),0.6754,0.3641
SKAB valve1,Control chart (EWMA),0.6684,0.363
SKAB valve1,Control chart (EWMA),0.6614,0.3622
SKAB valve1,Control chart (EWMA),0.6553,0.3617
SKAB valve1,Control chart (EWMA),0.6491,0.3613
SKAB valve1,Control chart (EWMA),0.6439,0.3614
SKAB valve1,Control chart (EWMA),0.6404,0.3625
SKAB valve1,Control chart (EWMA),0.6351,0.3625
SKAB valve1,Control chart (EWMA),0.6289,0.3621
SKAB valve1,Control chart (EWMA),0.6237,0.3622
SKAB valve1,Control chart (EWMA),0.6158,0.3607
SKAB valve1,Control chart (EWMA),0.6096,0.3603
SKAB valve1,Control chart (EWMA),0.6061,0.3614
SKAB valve1,Control chart (EWMA),0.6018,0.362
SKAB valve1,Control chart (EWMA),0.5965,0.3619
SKAB valve1,Control chart (EWMA),0.5895,0.3609
SKAB valve1,Control chart (EWMA),0.586,0.3621
SKAB valve1,Control chart (EWMA),0.5798,0.3616
SKAB valve1,Control chart (EWMA),0.5746,0.3617
SKAB valve1,Control chart (EWMA),0.5719,0.3634
SKAB valve1,Control chart (EWMA),0.5658,0.363
SKAB valve1,Control chart (EWMA),0.5579,0.3614
SKAB valve1,Control chart (EWMA),0.5535,0.362
SKAB valve1,Control chart (EWMA),0.5474,0.3615
SKAB valve1,Control chart (EWMA),0.543,0.3622
SKAB valve1,Control chart (EWMA),0.5368,0.3617
SKAB valve1,Control chart (EWMA),0.5307,0.361
SKAB valve1,Control chart (EWMA),0.5228,0.3593
SKAB valve1,Control chart (EWMA),0.5184,0.3599
SKAB valve1,Control chart (EWMA),0.5149,0.3612
SKAB valve1,Control chart (EWMA),0.5096,0.3613
SKAB valve1,Control chart (EWMA),0.5018,0.3595
SKAB valve1,Control chart (EWMA),0.4939,0.3577
SKAB valve1,Control chart (EWMA),0.4895,0.3584
SKAB valve1,Control chart (EWMA),0.4825,0.3571
SKAB valve1,Control chart (EWMA),0.4737,0.3546
SKAB valve1,Control chart (EWMA),0.4684,0.3546
SKAB valve1,Control chart (EWMA),0.4649,0.3559
SKAB valve1,Control chart (EWMA),0.4579,0.3544
SKAB valve1,Control chart (EWMA),0.4535,0.3551
SKAB valve1,Control chart (EWMA),0.4465,0.3537
SKAB valve1,Control chart (EWMA),0.4377,0.3509
SKAB valve1,Control chart (EWMA),0.4333,0.3516
SKAB valve1,Control chart (EWMA),0.4281,0.3516
SKAB valve1,Control chart (EWMA),0.4237,0.3523
SKAB valve1,Control chart (EWMA),0.4184,0.3523
SKAB valve1,Control chart (EWMA),0.4149,0.3538
SKAB valve1,Control chart (EWMA),0.4105,0.3545
SKAB valve1,Control chart (EWMA),0.4061,0.3553
SKAB valve1,Control chart (EWMA),0.4009,0.3554
SKAB valve1,Control chart (EWMA),0.3991,0.3586
SKAB valve1,Control chart (EWMA),0.3956,0.3599
SKAB valve1,Control chart (EWMA),0.393,0.3625
SKAB valve1,Control chart (EWMA),0.3868,0.3618
SKAB valve1,Control chart (EWMA),0.3842,0.3644
SKAB valve1,Control chart (EWMA),0.3772,0.3629
SKAB valve1,Control chart (EWMA),0.3719,0.363
SKAB valve1,Control chart (EWMA),0.3702,0.3666
SKAB valve1,Control chart (EWMA),0.3658,0.3677
SKAB valve1,Control chart (EWMA),0.364,0.3715
SKAB valve1,Control chart (EWMA),0.3588,0.3718
SKAB valve1,Control chart (EWMA),0.3553,0.374
SKAB valve1,Control chart (EWMA),0.3491,0.3734
SKAB valve1,Control chart (EWMA),0.3447,0.3743
SKAB valve1,Control chart (EWMA),0.3421,0.3775
SKAB valve1,Control chart (EWMA),0.3386,0.3799
SKAB valve1,Control chart (EWMA),0.3351,0.3824
SKAB valve1,Control chart (EWMA),0.3316,0.3849
SKAB valve1,Control chart (EWMA),0.3263,0.3855
SKAB valve1,Control chart (EWMA),0.3219,0.3871
SKAB valve1,Control chart (EWMA),0.3184,0.3899
SKAB valve1,Control chart (EWMA),0.3167,0.395
SKAB valve1,Control chart (EWMA),0.314,0.3991
SKAB valve1,Control chart (EWMA),0.3105,0.4023
SKAB valve1,Control chart (EWMA),0.307,0.4056
SKAB valve1,Control chart (EWMA),0.3026,0.4078
SKAB valve1,Control chart (EWMA),0.2974,0.4084
SKAB valve1,Control chart (EWMA),0.293,0.4108
SKAB valve1,Control chart (EWMA),0.2895,0.4146
SKAB valve1,Control chart (EWMA),0.286,0.4185
SKAB valve1,Control chart (EWMA),0.2789,0.4173
SKAB valve1,Control chart (EWMA),0.2711,0.4148
SKAB valve1,Control chart (EWMA),0.2684,0.4203
SKAB valve1,Control chart (EWMA),0.2605,0.4177
SKAB valve1,Control chart (EWMA),0.2553,0.4193
SKAB valve1,Control chart (EWMA),0.2526,0.4254
SKAB valve1,Control chart (EWMA),0.2456,0.4242
SKAB valve1,Control chart (EWMA),0.243,0.4308
SKAB valve1,Control chart (EWMA),0.2395,0.4354
SKAB valve1,Control chart (EWMA),0.2333,0.4361
SKAB valve1,Control chart (EWMA),0.2254,0.4334
SKAB valve1,Control chart (EWMA),0.2211,0.4375
SKAB valve1,Control chart (EWMA),0.214,0.4365
SKAB valve1,Control chart (EWMA),0.2088,0.4391
SKAB valve1,Control chart (EWMA),0.2044,0.4438
SKAB valve1,Control chart (EWMA),0.2,0.4488
SKAB valve1,Control chart (EWMA),0.1965,0.4562
SKAB valve1,Control chart (EWMA),0.193,0.4641
SKAB valve1,Control chart (EWMA),0.186,0.4639
SKAB valve1,Control chart (EWMA),0.1789,0.4636
SKAB valve1,Control chart (EWMA),0.1728,0.4657
SKAB valve1,Control chart (EWMA),0.1693,0.4742
SKAB valve1,Control chart (EWMA),0.1649,0.4821
SKAB valve1,Control chart (EWMA),0.157,0.4799
SKAB valve1,Control chart (EWMA),0.1518,0.486
SKAB valve1,Control chart (EWMA),0.1465,0.4926
SKAB valve1,Control chart (EWMA),0.1395,0.4938
SKAB valve1,Control chart (EWMA),0.1333,0.4984
SKAB valve1,Control chart (EWMA),0.1263,0.5
SKAB valve1,Control chart (EWMA),0.1202,0.5055
SKAB valve1,Control chart (EWMA),0.1158,0.5197
SKAB valve1,Control chart (EWMA),0.1114,0.5359
SKAB valve1,Control chart (EWMA),0.1079,0.5591
SKAB valve1,Control chart (EWMA),0.1035,0.5784
SKAB valve1,Control chart (EWMA),0.0965,0.5882
SKAB valve1,Control chart (EWMA),0.0912,0.6118
SKAB valve1,Control chart (EWMA),0.0807,0.6013
SKAB valve1,Control chart (EWMA),0.0711,0.5956
SKAB valve1,Control chart (EWMA),0.0623,0.5966
SKAB valve1,Control chart (EWMA),0.0518,0.5784
SKAB valve1,Control chart (EWMA),0.0412,0.5529
SKAB valve1,Control chart (EWMA),0.0289,0.4853
SKAB valve1,Control chart (EWMA),0.0237,0.5294
SKAB valve1,Control chart (EWMA),0.0167,0.5588
SKAB valve1,Control chart (EWMA),0.0123,0.8235
SKAB valve1,Control chart (EWMA),0.0,1.0
